Age,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_INR,Current_Balance_INR,Existing_EMI_INR,Loan_Amount_INR,Credit_Utilization,Previous_Defaults,Credit_History_Years,Active_Loans,Loan_Purpose,Approved
37,Government,37805,17368,331445,4521,7628,201064,0.0032147090167868875,0,7,1,Education,1
53,Private,20514,12424,29778,11608,0,261185,0.7430290717955501,0,1,0,Car,1
26,Private,55034,25304,205183,20598,0,2178686,0.5993256440855557,0,1,0,Home,1
55,Private,83847,53178,135671,94085,0,890019,0.05991306809235786,0,0,0,Car,1
65,Self Employed,43723,30189,371938,27246,3466,281994,0.8399247249904024,0,22,4,Education,1
39,Government,67661,36732,458840,37728,0,2016721,0.4771845762370356,0,17,0,Home,1
19,Private,26149,9361,100780,4780,0,143389,0.46131570820054424,0,1,0,Education,1
41,Self Employed,71464,32292,150309,64946,0,469189,0.6845531757047528,0,2,3,Personal,1
25,Self Employed,27635,8395,40285,25231,0,137112,0.6346612103686037,0,5,4,Education,1
28,Private,58871,31854,221185,78236,10466,744800,0.23872578501409147,0,1,2,Car,1
30,Business,77699,48843,620447,19689,10816,2851576,0.6447110086880716,0,10,5,Home,1
34,Self Employed,52011,28708,186878,36473,0,239838,0.8581972496743551,0,15,0,Education,1
25,Business,23358,14351,72146,21093,4607,870884,0.3917564424562938,0,0,2,Home,0
38,Private,23974,14862,113674,6614,0,834047,0.2897715198341003,0,0,0,Home,1
35,Private,127500,81651,164406,11525,12841,1573514,0.0601001771391555,0,15,0,Car,1
47,Business,30918,12573,305465,4088,0,355056,0.6051224493421874,0,6,0,Car,1
35,Business,77580,50311,217066,19408,20440,2493879,0.7553714420692436,1,3,3,Home,0
63,Private,52629,29558,638534,33438,0,613731,0.9676385292299853,0,4,0,Business,1
64,Private,26838,11161,232634,10379,4224,777170,0.6119583947121147,0,19,0,Home,1
48,Private,35608,24744,289897,22223,4953,183558,0.44791011972745065,0,0,2,Education,1
55,Private,135930,92442,225477,20428,0,1217294,0.9351707382304958,0,8,2,Car,0
49,Private,350000,185421,2500000,24869,21059,1878910,0.17881515507284862,1,14,1,Education,1
28,Private,40522,25823,88081,8121,13904,189058,0.7084011209215064,1,8,2,Education,1
62,Business,38877,15729,443968,24906,10727,1398615,0.327321311700163,0,11,0,Home,1
42,Government,18343,8555,166539,15586,0,155758,0.8614811080135588,1,17,0,Personal,1
50,Self Employed,18215,6804,138139,12107,3165,221062,0.7452455319611541,0,9,0,Car,1
55,Private,29308,14889,162806,28455,0,144336,0.33361784244948867,0,15,2,Education,1
58,Private,37533,18706,568484,6806,4761,439813,0.7748254185891532,0,8,1,Business,1
25,Government,48278,18593,104131,71275,0,1770341,0.8904195732063991,0,5,0,Home,1
28,Private,74167,42209,527127,83933,8213,606680,0.2523487058107067,0,1,0,Personal,1
39,Self Employed,55967,19427,121626,34418,0,372519,0.5716948314016272,0,7,0,Personal,1
41,Business,74908,24320,350034,12835,14927,540974,0.4196298149697495,0,9,1,Personal,1
58,Private,33915,15396,100892,31505,7152,316035,0.9258749270094678,0,12,1,Car,1
34,Private,46982,21796,27517,29603,14462,567208,0.9722992392295671,0,0,0,Car,1
29,Private,39400,16859,93386,16890,10707,448368,0.10380362310799085,1,9,0,Business,1
63,Business,22924,9242,55557,12158,7791,632853,0.548778625596292,0,12,2,Home,1
49,Self Employed,14996,6530,193439,7534,2573,167967,0.530878929997644,0,2,1,Car,1
32,Private,32810,11987,217417,9353,0,1238367,0.868672444327271,1,4,0,Home,0
33,Self Employed,12000,5536,6966,33755,2815,108638,0.7790872507834171,0,0,1,Car,1
39,Self Employed,24841,16440,70313,67118,0,174056,0.2871121274322226,0,21,0,Personal,1
45,Government,67989,26500,563553,16581,11958,491955,0.5219794906640016,0,13,0,Personal,1
37,Private,54616,31337,235027,5899,8310,477622,0.37817435350193296,0,17,0,Personal,1
50,Business,49654,17712,557682,2386,14874,245785,0.3531760912991764,0,14,0,Education,1
27,Self Employed,99540,43953,384006,17621,20908,626062,0.7309580487523181,0,9,1,Education,1
57,Private,31663,13566,325005,9941,0,918732,0.5993992220417671,2,5,1,Home,0
49,Private,73804,49803,600054,13682,8208,2957885,0.19892698570984668,0,14,2,Home,1
50,Private,30204,14231,266110,10299,3791,308520,0.6206938002145833,1,13,3,Car,1
19,Private,57899,33360,81616,34732,8797,277149,0.463666482781547,0,1,0,Education,1
50,Self Employed,53751,29078,295601,32525,10191,373243,0.34104030677195285,0,10,0,Personal,1
50,Private,55520,19787,81403,75016,3507,1512842,0.06652965064218275,0,13,0,Home,1
58,Self Employed,38869,26268,368765,38093,12302,1108347,0.9286924204837518,1,20,1,Home,0
30,Business,59372,26025,234189,7407,0,692689,0.861680581873948,0,6,0,Business,1
47,Private,62224,19781,604926,43780,0,810262,0.3035226843971567,0,22,1,Car,1
50,Private,20777,8730,70914,7999,3008,224945,0.5563424358287306,0,3,0,Car,1
30,Private,81560,35417,307977,26534,13505,632564,0.8646755187429226,0,6,2,Personal,1
43,Self Employed,23352,7871,62108,4406,6310,295468,0.5194463606290131,2,25,2,Business,0
39,Private,28957,15868,192167,3454,3934,261143,0.14181847163066685,0,3,0,Car,1
56,Private,56680,24865,725830,20721,0,293635,0.47468789912264064,0,14,0,Education,1
19,Business,70175,38712,277368,5327,22588,931330,0.31399504710916903,0,1,0,Car,1
55,Private,55939,16932,777517,12987,9684,327319,0.4578229906761926,1,9,1,Personal,1
56,Business,59595,41288,866361,14412,13475,429186,0.8479861112553244,0,25,2,Personal,1
43,Business,24784,9125,223453,46015,8143,328689,0.4088118299318302,0,11,2,Business,1
63,Government,35803,20183,199322,14134,0,362811,0.7993972655088065,0,0,1,Car,1
32,Private,14325,8398,32767,22454,0,95769,0.232645460880329,1,14,2,Education,1
51,Business,28246,10412,185187,46429,0,204731,0.5937304331449264,0,15,1,Personal,1
59,Business,21917,7554,342850,8878,7200,142485,0.42607342326050945,0,0,1,Education,1
61,Government,49414,17839,361209,51026,15198,364243,0.973095930148989,1,0,2,Personal,1
57,Government,201526,80353,763123,55477,55348,1408718,0.0007603968650616855,0,12,1,Personal,1
28,Private,77348,28409,547396,136880,0,2834374,0.363666900100998,0,4,1,Home,1
20,Business,12747,7260,28845,19612,0,84129,0.813379062814276,0,2,1,Education,1
23,Private,19720,9235,85900,15892,0,219006,0.39150544947155863,0,3,3,Business,1
26,Private,22487,11583,124945,38320,2989,285282,0.21750968321916753,0,3,1,Car,1
23,Self Employed,17101,5454,89463,3797,3112,614982,0.8532781210622848,0,2,0,Home,0
26,Government,41378,26668,238819,3216,10878,286946,0.5917274914999638,0,5,3,Personal,1
56,Private,56232,20706,710816,14238,14196,1562862,0.5566500771099808,0,6,0,Home,1
48,Private,22566,10020,198848,41226,0,705266,0.40083233749107616,0,17,0,Home,1
49,Business,42880,14097,247143,5714,0,537609,0.15761840680809125,0,17,0,Car,1
58,Private,55945,19844,595384,32280,10922,341731,0.5755925353966602,2,23,0,Personal,0
29,Self Employed,74561,42225,488348,11420,9766,427871,0.5052799614957602,0,4,1,Education,1
25,Self Employed,53834,31064,140408,33638,0,1828401,0.4020978181143867,3,4,3,Home,0
25,Private,59768,34114,135663,20318,8847,743541,0.07688288783379149,0,4,0,Business,1
45,Government,47932,24965,221287,5670,0,410708,0.6509606290004913,0,6,0,Personal,1
37,Private,26674,18165,152469,10521,5313,343072,0.6317365843523691,1,5,0,Business,1
64,Private,30415,15294,57963,9442,4925,1032504,0.5590757240356538,0,8,0,Home,1
24,Self Employed,22166,10634,112466,7394,0,182909,0.13148788415287904,3,0,3,Personal,0
28,Self Employed,120477,48072,173321,20952,31569,1441333,0.30283802565387063,1,8,1,Car,1
37,Private,20301,6892,37463,94810,0,260301,0.4698581566500307,1,5,0,Car,1
33,Private,86790,45066,189261,34196,15308,1105144,0.7344810466902226,0,10,0,Business,1
21,Private,20420,8698,68996,56237,0,125419,0.22290632616121853,0,0,1,Education,1
23,Self Employed,77688,39590,157345,121026,7914,361204,0.8008504386739475,0,4,0,Education,1
39,Private,87840,33594,372343,25336,0,779434,0.3191659877428201,0,11,1,Car,1
43,Private,97850,62161,1050115,10157,5509,1280670,0.66569471256336,0,25,3,Car,1
20,Private,26242,18366,119908,80854,0,261697,0.9369303631548815,0,2,3,Car,1
58,Private,54098,23205,720770,38017,17827,261312,0.7141838606915938,0,18,0,Education,1
59,Private,34187,21774,324897,97782,0,326802,0.069263238084043,0,21,2,Car,1
31,Private,28797,18694,208253,33583,4162,368510,0.3764267022354907,0,10,1,Business,1
28,Government,50327,35149,297766,46768,0,456057,0.5781607722670354,1,7,1,Car,1
35,Self Employed,79884,34916,712897,68392,0,2874295,0.6732529770474411,0,13,1,Home,1
29,Private,34300,20662,32585,44719,2069,412249,0.34482014882143264,0,1,1,Business,1
40,Private,59724,23383,56972,26810,3666,286116,0.4287349681438001,0,17,2,Education,1
29,Private,28434,15636,49824,21155,8713,177025,0.37598754177950355,0,7,0,Personal,1
30,Private,26214,15254,195769,54012,0,261301,0.6979868440949091,0,0,2,Business,1
42,Private,40350,24066,284807,46350,12703,426133,0.9135866368266334,0,24,3,Business,1
62,Private,41827,16014,319477,15691,10807,516465,0.7782416700798173,0,2,0,Business,1
36,Private,73179,46797,381584,22694,13990,754837,0.2631606248514544,0,16,1,Business,1
63,Private,23134,10835,326565,32234,0,272503,0.5401053169409784,0,0,0,Car,1
53,Private,179007,69194,2361825,2863,29886,1500000,0.47812506069349103,1,22,1,Personal,1
62,Private,16724,8646,206435,10533,0,106788,0.01552825365404853,0,1,1,Education,1
25,Business,56209,36274,290359,10639,0,458537,0.9383824705845426,0,1,2,Personal,1
46,Private,41313,28375,183884,66426,0,355214,0.46596443613240845,0,1,0,Personal,1
49,Private,33222,19909,217200,14081,4126,405661,0.9431582869534955,0,1,3,Business,1
61,Government,44131,13338,640610,25633,8343,541095,0.6641936590784839,1,24,0,Car,1
35,Private,73372,25964,547373,55439,5549,593381,0.7081921880267824,0,5,1,Personal,1
23,Private,80539,26618,347758,11020,0,698449,0.4269846499996942,1,5,0,Personal,1
35,Private,43021,14648,49656,5963,10058,504303,0.8579790516801086,0,9,0,Car,1
36,Self Employed,59818,27110,57159,90903,0,602102,0.18543479391664908,0,17,1,Car,1
39,Private,22066,9607,42399,38591,3794,108091,0.9591580420345667,0,3,1,Education,1
54,Private,43889,15162,383975,7845,7062,473186,0.6163113732881297,0,5,1,Business,1
49,Self Employed,62107,40549,458809,53395,8236,500073,0.3323447515300606,0,21,1,Personal,1
58,Business,12458,6804,182331,48411,0,96488,0.7393563358934083,0,21,1,Personal,1
20,Government,51459,31831,195911,56519,14655,254782,0.745152004518201,0,0,0,Education,1
45,Private,44314,19880,179790,11697,8637,592335,0.7745630967880361,0,9,0,Business,1
27,Private,105018,48738,161738,19857,17303,4233478,0.2934739027724552,0,6,0,Home,1
52,Government,54190,23141,645435,37493,13072,435609,0.025674130942943352,0,16,1,Personal,1
46,Private,65375,31077,395671,16861,14207,393034,0.889217079280133,0,15,0,Personal,1
32,Government,41651,22664,239955,4176,10420,319068,0.7975393345614478,1,7,1,Personal,1
50,Self Employed,71627,35612,565683,6401,10157,2845154,0.40189432934336633,0,2,2,Home,1
24,Private,68690,43629,71763,29273,0,742589,0.16622084043248508,0,0,1,Business,1
29,Government,22382,14773,20076,16108,0,782446,0.46882234869713413,0,3,1,Home,1
47,Government,59076,28821,307980,2161,10374,582581,0.30576576345755846,0,19,4,Car,1
38,Self Employed,99642,39448,405349,45682,0,1271061,0.19405630216410152,0,14,0,Car,1
48,Private,88457,59980,785991,18171,0,566385,0.4861632700353624,0,17,0,Education,1
41,Private,49832,29600,356965,13296,0,343516,0.8296846035826082,0,15,3,Personal,1
37,Private,59457,33061,569560,39502,7169,1889023,0.5816885238420226,0,15,0,Home,1
54,Private,84875,50769,1059608,20215,0,2295380,0.48742835027456666,2,24,1,Home,0
21,Private,24752,8177,73193,37606,6471,254008,0.9940679242881222,0,2,4,Car,1
45,Government,65161,21310,415419,2398,11901,404348,0.7603096893448984,0,14,2,Education,1
61,Private,15024,5427,169728,2283,5212,142452,0.1319225335124924,0,17,2,Business,1
37,Private,82241,29522,137507,26622,12431,802196,0.41685897470051014,0,15,1,Car,1
41,Private,38915,18222,425427,122876,0,309764,0.46496686381351693,0,13,1,Personal,1
49,Self Employed,46542,16892,333802,11538,0,545745,0.6105509165652122,0,4,0,Car,1
58,Private,35128,22545,497422,36455,0,305877,0.6817644495322307,0,13,1,Personal,1
53,Government,47828,25408,655282,7671,3237,333350,0.32553619998648076,0,5,2,Personal,1
51,Private,57138,25558,472299,13199,16902,355370,0.36738431706025265,0,18,1,Personal,1
53,Private,77079,25270,173636,4438,0,909524,0.1034708248730245,0,22,3,Car,1
19,Business,106905,57345,324997,65806,35158,1038830,0.08931910231758677,0,1,0,Business,1
32,Private,50469,17493,268216,13150,0,238339,0.7579742949440561,0,4,0,Education,1
51,Private,18088,10803,197380,9859,4164,217099,0.9260556626980078,0,13,0,Business,1
53,Private,107300,66644,163350,41347,0,1174551,0.19682230979429916,0,5,3,Car,1
23,Business,20268,10490,62114,8673,0,620347,0.923103157254727,0,2,0,Home,0
56,Self Employed,38049,13691,527059,10243,0,274882,0.34372585055986504,1,11,0,Personal,1
59,Private,36526,22454,569988,5281,0,233738,0.8807606297361984,1,5,2,Education,1
29,Private,49361,20886,92347,100801,4139,628689,0.02604714364726557,0,6,1,Business,1
20,Private,22969,8936,107640,10536,3239,762397,0.09058040042746118,0,2,0,Home,1
62,Private,22309,10891,73624,165219,0,241007,0.4347283470862603,0,19,2,Business,1
35,Self Employed,48391,32376,384399,7812,9559,364301,0.8479657098572293,0,16,0,Personal,1
57,Private,30373,12724,148864,2626,0,269381,0.4492172961461701,0,16,0,Car,1
38,Government,109936,72803,1071851,69812,24965,4062696,0.839497717639724,0,0,0,Home,0
32,Self Employed,35223,11322,214765,28026,0,220224,0.3407593153994565,0,2,0,Education,1
50,Self Employed,26449,8818,153991,14988,0,248502,0.13246420494118327,0,12,2,Car,1
52,Private,133666,77449,604079,23605,0,936300,0.9254540943836157,0,1,0,Personal,1
43,Self Employed,64988,24450,210916,11062,17936,406428,0.07650279018881578,0,14,0,Personal,1
25,Private,250239,106764,1169021,32215,60042,2000000,0.7071350743480381,0,3,2,Car,1
53,Business,15469,5484,197269,30750,0,97528,0.882990363086981,2,12,1,Education,0
65,Self Employed,55528,24038,741362,4507,0,496714,0.1199612447511702,0,4,3,Car,1
47,Private,65602,27040,694865,74468,0,434741,0.5191250461495123,0,20,0,Education,1
40,Self Employed,49846,29635,422719,20514,0,472761,0.05282961311091727,0,4,0,Car,1
59,Business,39450,22912,608546,8513,0,1111651,0.458906900765495,0,2,3,Home,1
61,Private,103504,70586,1301375,13018,0,469366,0.7873740575930894,0,3,4,Education,1
31,Private,64850,38246,139164,62347,14403,845869,0.3040097783304184,0,12,0,Business,1
31,Self Employed,17791,10281,118337,16495,0,703700,0.2332567009143406,0,9,0,Home,1
19,Private,29096,16808,53725,26763,1709,177768,0.25166133911026667,0,0,0,Personal,1
54,Private,24381,15925,349703,90516,0,983497,0.791255428842536,0,14,0,Home,1
22,Business,45583,19076,111148,33642,0,235513,0.9737170990214121,0,2,1,Education,1
55,Self Employed,86622,36384,428136,35784,21024,1084581,0.2283396625783496,0,21,0,Business,1
62,Private,39044,23289,185114,10573,6003,339931,0.06866002415840233,0,7,0,Personal,1
58,Private,42113,16486,442823,35105,0,374554,0.12589516225329844,0,21,0,Car,1
64,Private,27243,18111,76667,17016,0,154791,0.6282447326236902,3,22,0,Education,0
31,Private,77404,39778,612014,74587,0,599374,0.6761069233488279,0,13,0,Personal,1
56,Private,102702,43139,519026,6161,0,1078462,0.4493127828826735,0,2,1,Car,1
42,Self Employed,48075,29346,182767,12091,7168,1371573,0.07933317733784373,1,17,0,Home,1
37,Private,126501,53753,131912,4048,34452,966695,0.9280888299446253,3,1,1,Personal,0
19,Private,35367,24237,52528,16384,4465,211069,0.929955581745681,0,0,1,Personal,1
56,Private,21201,14696,144146,6818,0,274459,0.3935658117311609,0,6,0,Car,1
23,Business,79429,45013,199253,57957,23023,2644244,0.820962208100916,0,0,0,Home,0
34,Private,46280,15987,133625,79725,0,596424,0.8985885063547571,0,0,1,Car,1
42,Government,34587,14017,39007,35207,4910,286030,0.5080490559606502,0,16,1,Personal,1
45,Government,51328,25980,212063,5272,0,1390584,0.6014836170284633,2,12,2,Home,0
19,Private,18946,12136,76044,14539,1940,206320,0.7330969040634757,0,0,1,Car,1
52,Private,17174,6422,112849,102139,0,670597,0.8913120650593765,0,25,1,Home,1
54,Private,51820,17710,250055,6395,12088,574558,0.08910821172723649,0,5,0,Business,1
22,Private,63615,20979,129966,26391,12888,1998354,0.0529588614005968,0,2,0,Home,1
18,Government,113132,56881,316200,15058,14127,1420074,0.6750499349623432,1,0,1,Business,0
57,Private,83448,54565,438742,214556,0,658112,0.047671488500495185,0,17,0,Personal,1
29,Private,71769,22746,362908,12080,16938,553055,0.10443742877152118,0,2,2,Personal,1
53,Government,105057,40439,1470126,3468,7518,1160502,0.42240427153420834,0,23,4,Business,1
62,Government,65771,37969,109940,38338,0,601026,0.1822301420132899,0,10,4,Car,1
40,Government,39873,25133,93862,13868,4858,260021,0.8988367001110866,1,3,2,Education,1
64,Government,84747,52793,333258,34151,20674,572531,0.3315797912211371,0,6,2,Personal,1
48,Private,82897,50901,511047,5316,19222,1083193,0.5775442104631074,0,17,0,Business,1
28,Private,48791,17170,36915,24211,0,1551457,0.009846025985262075,0,9,0,Home,1
27,Private,23863,10950,87655,16111,1491,173564,0.5134259357892916,0,1,2,Personal,1
20,Private,16797,11655,83614,25085,1761,186354,0.8100164395578497,0,2,0,Business,1
31,Business,81262,56522,49268,59616,0,748954,0.9683592821378871,0,1,0,Car,1
33,Business,65329,35341,232619,110078,14406,711288,0.6787489599537097,1,2,1,Business,1
27,Private,71072,41485,397010,43967,7163,468658,0.20262715705773326,0,0,1,Education,1
46,Private,83103,56552,211360,45683,16180,776598,0.36303713289030015,0,3,1,Car,1
27,Private,28583,13719,27826,24582,0,987790,0.15686571770237134,0,8,0,Home,1
29,Private,15898,5639,80387,5074,4989,208974,0.33781393481216726,3,10,0,Car,0
47,Government,66803,37916,60139,34993,0,1825073,0.5613069094199612,0,11,2,Home,1
58,Self Employed,100573,68796,1266449,6797,0,921530,0.4873721904877161,0,25,2,Car,1
18,Private,60543,35047,36376,10457,6173,823211,0.8736989853828279,0,0,1,Business,0
22,Business,20094,12484,65317,38887,0,160258,0.20393906625606073,0,2,3,Personal,1
37,Private,56636,26567,422665,34100,13861,638357,0.4336560733243814,0,0,0,Car,1
25,Self Employed,24963,8452,48159,13320,0,856207,0.6320831413512092,0,0,0,Home,0
60,Self Employed,19429,7141,49604,46358,2201,168511,0.9811000576728899,0,7,0,Personal,1
29,Government,48795,33817,85713,86062,4360,287501,0.2138230994232203,0,5,0,Personal,1
18,Private,54041,26873,224058,25640,9976,273742,0.8330845663540107,0,0,1,Education,1
37,Private,46204,14083,330133,35966,4267,312091,0.6177643216778235,0,9,1,Personal,1
45,Private,63760,43493,189915,11514,18737,631635,0.13388509575724084,1,21,1,Business,1
60,Private,30504,15224,358172,108014,2292,160420,0.783943555847882,0,7,3,Education,1
54,Private,51606,32744,540126,11593,0,1654043,0.17490892491004895,0,19,1,Home,1
64,Private,36636,19028,623920,67519,2300,1465705,0.6997487617423915,2,0,1,Home,0
54,Business,42149,14359,260733,80878,0,1391744,0.24059961275026942,0,6,1,Home,1
29,Government,57586,31455,388908,40149,0,748375,0.46833764409453793,1,1,0,Car,1
54,Business,92575,64706,641264,52073,0,3517456,0.7832761077889279,0,22,0,Home,0
61,Private,58417,18336,859168,20366,0,707972,0.634263467514901,0,7,2,Car,1
45,Self Employed,71282,45386,126918,77602,0,2246240,0.7403408710786514,0,21,0,Home,1
64,Private,49322,19442,190958,42719,0,348991,0.8033973595971687,0,13,2,Personal,1
32,Government,65681,30052,481636,13868,20827,1815778,0.03475609470116381,0,9,1,Home,1
23,Business,91151,40934,464351,3067,0,631775,0.48057861774001853,0,1,2,Personal,1
61,Private,151374,99834,858976,25346,0,2030865,0.9856329154985236,3,22,0,Business,0
37,Self Employed,101363,50863,622069,57099,20476,821955,0.7953145716911671,0,13,2,Personal,1
31,Private,47427,22711,165168,61126,0,388318,0.3658094367015491,0,8,2,Personal,1
19,Private,97421,61103,35624,56075,0,482858,0.28502293170355186,0,1,0,Education,1
26,Private,68147,21777,41093,9252,10831,2036428,0.7048109079245194,0,0,2,Home,1
54,Self Employed,34053,11393,55590,18661,9188,401615,0.13716701712662271,1,5,1,Car,1
37,Government,68712,21209,419956,30544,20877,851476,0.8827062533944517,0,6,0,Business,1
43,Self Employed,24903,14324,92598,35038,0,121968,0.08186873802444372,0,19,1,Education,1
46,Business,68773,35091,166573,14220,5938,2529026,0.55910496500196,0,22,0,Home,1
18,Government,140235,91210,635978,37392,0,1475565,0.8468419172063043,0,0,4,Car,0
52,Government,80303,40104,196245,28813,0,1026542,0.7199716645103789,0,18,4,Car,1
23,Self Employed,100505,39069,428023,27094,0,1110732,0.4855516043906978,0,1,0,Business,1
54,Private,39068,24302,506757,34632,5181,253996,0.22948561599131478,0,13,0,Personal,1
22,Private,65416,27326,82929,29742,0,1942284,0.6003679147475589,0,4,1,Home,1
50,Government,74525,50250,262138,7477,21831,629707,0.9663049386611272,0,8,1,Personal,1
31,Private,40818,16334,202609,64243,11131,516952,0.09537087313977421,0,0,1,Car,1
29,Government,73882,27121,308057,10255,0,793659,0.03153613801999222,0,3,2,Car,1
59,Private,64396,32026,558215,42934,0,1951055,0.41956912928957857,3,7,0,Home,0
37,Self Employed,74376,23815,427471,7824,9326,495382,0.5912017733186846,0,18,0,Personal,1
41,Private,26422,8311,275312,34449,0,183718,0.35805713446937415,0,21,1,Personal,1
60,Private,105414,52538,190543,69809,22395,480788,0.717723143963695,0,18,0,Education,1
51,Business,64240,24799,677456,2292,16296,387182,0.5228402988495474,0,1,2,Personal,1
42,Self Employed,45666,13870,143451,118881,0,389755,0.3471337870522466,0,11,2,Personal,1
46,Self Employed,46332,19386,234623,2903,8169,599015,0.7941204748112968,0,23,1,Business,1
56,Private,47892,23512,104567,2342,11818,596777,0.09940048585426198,0,19,0,Car,1
48,Self Employed,29811,13644,183263,60465,9703,999110,0.04006118677469439,0,24,1,Home,1
64,Government,100057,35438,1394211,39002,0,3199615,0.05682629083763291,0,22,0,Home,1
60,Government,87366,46467,216764,5355,0,2471273,0.8142309911094116,0,22,1,Home,1
40,Private,90962,53133,311335,85136,15542,3146284,0.7981327633973186,0,22,0,Home,0
61,Private,121529,69297,814956,35436,33588,1558293,0.8307763183691622,1,15,0,Business,1
55,Self Employed,54932,25131,128830,5531,14612,1631034,0.28371419435909406,0,12,0,Home,1
37,Private,18152,6444,139191,61102,4983,586398,0.4915484309106304,1,19,1,Home,1
40,Self Employed,71490,35730,610248,21670,19515,926707,0.3197151544746749,1,0,0,Car,0
62,Self Employed,69910,45873,978020,11777,22800,2688151,0.5873455543294347,0,12,0,Home,1
33,Private,124529,60706,668365,54296,0,4711799,0.8452736751014928,1,14,1,Home,0
59,Private,93830,35493,794280,42233,0,847382,0.019917837615159528,0,2,2,Car,1
25,Private,53124,17914,109308,31268,11799,537713,0.5697647763845618,2,1,0,Business,0
38,Private,44954,30459,308264,70634,0,1401710,0.20106464791191736,0,3,3,Home,1
18,Government,89516,53459,205934,61258,30463,2788296,0.8700385078697876,0,0,4,Home,0
25,Business,12000,5102,77808,9716,3733,56996,0.9569939859534121,0,7,2,Education,1
46,Government,56660,23691,674295,65281,0,1754002,0.8280807850924843,0,24,2,Home,1
49,Government,86456,56895,1029295,16054,0,929603,0.03369757527510242,0,17,1,Car,1
55,Business,45587,16914,267499,18957,7182,1263195,0.3027525172616483,1,10,1,Home,0
22,Private,38976,20034,93172,109624,0,208970,0.22974729490430856,0,0,0,Education,1
64,Self Employed,58507,34250,860605,44797,0,325871,0.8262581357768872,0,16,1,Education,1
39,Private,110157,50513,854715,13635,19260,3039933,0.01808353773124538,0,3,1,Home,1
64,Private,64255,20302,792678,33317,0,803132,0.922752922246265,2,6,1,Business,0
51,Private,32656,12771,144177,25251,0,198011,0.5874996200401215,0,16,0,Personal,1
18,Private,101741,67222,412058,5719,32322,601039,0.7440764271723443,0,0,0,Education,1
43,Private,114346,58230,794183,67611,0,763811,0.4556988911031181,1,13,4,Education,1
60,Self Employed,30200,18910,232630,53759,3735,181432,0.7070582971679814,0,20,3,Personal,1
27,Private,262797,137252,1653413,47113,0,1332184,0.3344685402555103,2,7,1,Education,0
47,Business,49001,33195,265355,26571,11061,1410817,0.6601790565432537,2,4,1,Home,0
35,Government,86600,57472,546028,9486,0,2774267,0.4307716625684077,0,16,2,Home,1
34,Private,75847,37404,343348,66598,0,952268,0.9319227661964041,0,7,0,Car,1
43,Private,32247,13779,228586,15060,3723,1277314,0.9304850125883549,0,5,1,Home,0
25,Business,37387,20213,25052,2609,4598,496229,0.5703084040896546,0,2,3,Business,1
64,Government,51053,29097,431117,122147,0,642144,0.7733488061953846,0,17,0,Business,1
57,Private,15961,7969,141733,61232,0,586418,0.7423159716593415,0,2,2,Home,1
29,Business,80224,50453,325352,31239,0,753296,0.7064103784703897,0,8,5,Car,1
44,Private,15717,5867,158032,2374,1837,103041,0.9740769436835638,0,24,0,Personal,1
25,Business,49454,21451,116770,9752,11776,517676,0.8777839590821428,0,4,0,Car,1
42,Government,32760,18822,327036,20047,0,149840,0.7453323680924606,0,19,1,Education,1
63,Self Employed,69375,27657,513688,31672,0,570708,0.07903760244820934,0,14,1,Personal,1
21,Business,13062,6216,52199,38945,1446,85900,0.3550483048461247,0,3,0,Personal,1
50,Self Employed,18082,12395,34669,48573,1911,108191,0.34333972950928493,0,10,1,Personal,1
18,Private,34267,18858,41144,26335,0,960541,0.5121730830702392,0,0,3,Home,1
36,Government,66923,45482,498609,34029,0,2687080,0.8568078385850063,1,1,1,Home,0
48,Business,55991,32977,53076,52018,8865,2204601,0.6719000799505128,0,15,4,Home,0
33,Private,92057,54301,786199,40171,7958,607666,0.7715332878437676,0,6,1,Education,1
31,Government,52299,28071,104286,94907,0,2090858,0.04169103645042993,0,0,0,Home,1
65,Self Employed,48501,17309,762897,64298,0,634610,0.053553809376884476,0,20,2,Business,1
22,Private,25772,13089,82582,7566,5376,793117,0.9284946342754712,0,1,0,Home,1
58,Government,42872,17194,392407,90362,8140,290577,0.20955634730515915,0,24,1,Personal,1
43,Private,48450,33889,78541,8851,15369,1573584,0.7945894732620741,0,22,0,Home,0
45,Government,14287,5811,69416,144208,0,185974,0.5482369173759657,0,11,1,Business,1
19,Private,28734,11271,30420,38252,5579,1137124,0.3496897830780291,0,0,0,Home,0
23,Private,64732,35573,220570,31628,21231,460545,0.7635418925289075,0,1,1,Personal,1
26,Private,54594,27536,219090,13761,0,587270,0.9648906847589507,0,3,0,Business,1
50,Self Employed,42116,12994,408700,6285,0,1277232,0.2588388634034955,0,12,0,Home,1
58,Business,34048,11978,466515,6046,0,223990,0.35226861349659777,0,10,0,Personal,1
42,Private,17227,10756,96744,62426,5911,100795,0.2932994301367694,0,13,0,Personal,1
65,Government,13290,6558,64794,18992,4507,131480,0.6446307617101801,0,18,2,Car,1
30,Self Employed,40781,14616,122415,26619,11527,272856,0.7242690680049378,0,5,4,Personal,1
26,Private,119774,58221,711387,82575,23928,969228,0.47835450195625084,2,7,1,Personal,0
30,Private,50118,20110,79886,10845,15759,1727054,0.2145752635437992,0,5,2,Home,1
48,Private,90475,35234,753391,45309,0,470532,0.32127775522113144,0,25,3,Education,1
